pr_id,agent,repo_full_name,merge_commit_sha,test_files,is_vitest,pr_html_url,merged_at,is_human,mutation_tool,task_type,has_ci,has_container,c4_language,c1_ci,c2_tests_pass,c3_container,eligible,exclusion_reason
3275609390,Claude Code,Significant-Gravitas/AutoGPT,558aca8f6119bf3707253f5eb9a4c1086347b9e5,"[""autogpt_platform/backend/backend/blocks/test/test_llm.py"", ""autogpt_platform/backend/backend/blocks/test/test_smart_decision_maker.py""]",False,https://github.com/Significant-Gravitas/AutoGPT/pull/10483,2025-07-30T05:27:20Z,False,mutmut,fix,True,True,True,True,True,True,True,
3184850059,Claude Code,mlflow/mlflow,81c32912368a82de0e95b391c2613681f77bd4c4,"[""dev/clint/src/clint/rules/os_environ_delete_in_test.py"", ""dev/clint/src/clint/rules/os_environ_set_in_test.py"", ""dev/clint/src/clint/rules/pytest_mark_repeat.py"", ""dev/clint/src/clint/rules/test_name_typo.py"", ""dev/clint/src/clint/rules/pytest_mark_repeat.py""]",False,https://github.com/mlflow/mlflow/pull/16482,2025-06-28T11:39:55Z,False,mutmut,refactor,True,True,True,True,True,True,True,
3235103212,Claude Code,mlflow/mlflow,595291ae7040638e173895979470be5495212944,"[""tests/webhooks/test_e2e.py"", ""tests/dev/test_update_mlflow_versions.py"", ""tests/entities/test_assessment.py"", ""tests/entities/test_assessment_source.py"", ""tests/gateway/providers/test_openai.py"", ""tests/genai/test_genai_import_without_agent_sdk.py"", ""tests/genai/test_scheduled_scorers.py"", ""tests/store/artifact/test_databricks_artifact_repo.py"", ""tests/store/tracking/test_file_store.py"", ""tests/store/tracking/test_rest_store.py"", ""tests/store/tracking/test_sqlalchemy_store.py"", ""tests/tracing/test_assessment.py"", ""tests/tracking/test_rest_tracking.py""]",False,https://github.com/mlflow/mlflow/pull/16758,2025-07-18T05:37:50Z,False,mutmut,feat,True,True,True,True,True,True,True,
3240533897,Claude Code,567-labs/instructor,64b26da4ae1acd6be60c8957d7d18262eed2534d,"[""tests/test_auto_client.py""]",False,https://github.com/567-labs/instructor/pull/1717,2025-07-17T22:34:20Z,False,mutmut,feat,True,True,True,True,True,True,True,
3241545126,Claude Code,numbagg/numbagg,33291e55a1d1ac1462702e794e0a5236af6c2078,"[""numbagg/test/conftest.py"", ""numbagg/test/test_nancorrmatrix.py"", ""numbagg/test/test_nancovmatrix.py"", ""numbagg/test/conftest.py"", ""numbagg/test/test_nancorrmatrix.py"", ""numbagg/test/test_nancovmatrix.py"", ""numbagg/test/conftest.py"", ""numbagg/test/conftest.py"", ""numbagg/test/test_benchmark.py""]",False,https://github.com/numbagg/numbagg/pull/384,2025-07-18T07:22:55Z,False,mutmut,feat,True,True,True,True,True,True,True,
3173971926,Claude Code,mlflow/mlflow,3068f9eb19a127f86fe4b25fbb9ef94bcf29c666,"[""tests/store/artifact/test_azure_blob_artifact_repo.py"", ""tests/store/artifact/test_azure_data_lake_artifact_repo.py"", ""tests/store/artifact/test_dbfs_artifact_repo.py"", ""tests/store/artifact/test_azure_blob_artifact_repo.py"", ""tests/store/artifact/test_azure_data_lake_artifact_repo.py"", ""tests/store/artifact/test_dbfs_artifact_repo.py"", ""tests/store/artifact/test_gcs_artifact_repo.py"", ""tests/store/artifact/test_artifact_repository_registry.py"", ""tests/store/artifact/utils/test_model_utils.py"", ""tests/store/tracking/test_file_store.py"", ""tests/tracing/test_provider.py"", ""tests/tracing/utils/test_timeout.py"", ""tests/tracking/_model_registry/test_model_registry_fluent.py"", ""tests/tracking/test_client.py"", ""tests/tracking/test_rest_tracking.py""]",False,https://github.com/mlflow/mlflow/pull/16442,2025-06-26T08:13:59Z,False,mutmut,feat,True,True,True,True,True,True,True,
3201813962,Cursor,willccbb/verifiers,ed4409adce85abf8930a114f48b8980a3377b7cd,"[""tests/test_environment.py"", ""tests/test_environment.py"", ""tests/test_environment.py"", ""tests/test_rubric.py"", ""tests/test_rubric_group.py""]",False,https://github.com/willccbb/verifiers/pull/124,2025-07-05T23:30:45Z,False,mutmut,fix,True,True,True,True,True,True,True,
3213779460,Cursor,iterative/datachain,7a1de638b321da0c3ab4b59451dd100a32142475,"[""tests/func/test_complex_partition_by.py"", ""tests/func/test_complex_partition_by.py"", ""tests/func/test_complex_partition_by.py"", ""tests/func/test_complex_partition_by.py"", ""tests/unit/lib/test_complex_partition_by.py"", ""tests/unit/lib/test_complex_partition_by.py"", ""tests/unit/lib/test_complex_partition_by.py"", ""tests/unit/lib/test_signal_schema.py"", ""tests/unit/lib/test_signal_schema.py"", ""tests/unit/lib/test_signal_schema.py"", ""tests/unit/lib/test_signal_schema.py"", ""tests/unit/lib/test_signal_schema.py"", ""tests/unit/lib/test_partition_by.py"", ""tests/unit/lib/test_partition_by.py"", ""tests/unit/lib/test_partition_by.py"", ""tests/unit/lib/test_partition_by.py"", ""tests/unit/lib/test_partition_by.py"", ""tests/unit/lib/test_partition_by.py"", ""tests/conftest.py"", ""tests/func/test_datasets.py"", ""tests/func/test_hf.py"", ""tests/unit/lib/test_datachain.py""]",False,https://github.com/iterative/datachain/pull/1215,2025-07-12T14:51:23Z,False,mutmut,feat,True,True,True,True,True,True,True,
3266348344,Cursor,willccbb/verifiers,8303bbec24f9655e4e9d319d7f0d5070311ea25d,"[""test_truthful_qa.py"", ""test_truthful_qa.py""]",False,https://github.com/willccbb/verifiers/pull/160,2025-07-27T21:13:34Z,False,mutmut,feat,True,True,True,True,True,True,True,
3238383944,Cursor,AgentOps-AI/agentops,16dee8c91abbc51538b46ec8e551e440a952625b,"[""examples/openai/o3_responses_integration_test.py"", ""examples/openai/run_o3_tests.py"", ""examples/openai/test_o3_integration.py"", ""examples/openai/run_o3_tests.py"", ""examples/openai/test_o3_integration.py"", ""tests/unit/instrumentation/openai_core/test_instrumentor.py"", ""tests/unit/sdk/instrumentation_tester.py"", ""tests/unit/instrumentation/openai_core/test_instrumentor.py"", ""tests/unit/sdk/instrumentation_tester.py""]",False,https://github.com/AgentOps-AI/agentops/pull/1156,2025-07-17T21:16:37Z,False,mutmut,feat,True,True,True,True,True,True,True,
3163701771,Cursor,WorkflowAI/WorkflowAI,eb8aacf97f2520a4c9e8102ac4b988388decba6d,"[""api/api/routers/runs_v1_test.py""]",False,https://github.com/WorkflowAI/WorkflowAI/pull/525,2025-06-23T15:22:28Z,False,mutmut,feat,True,True,True,True,True,True,True,
3157773779,Cursor,WorkflowAI/WorkflowAI,00cce5060052686fc563a85df433ea3e819ba45a,"[""api/api/routers/agents_v1_test.py""]",False,https://github.com/WorkflowAI/WorkflowAI/pull/498,2025-06-18T19:44:41Z,False,mutmut,fix,True,True,True,True,True,True,True,
3158079001,Cursor,teaxyz/chai,e98259e4e4584c076ec37c5fb689e2f9b86456e5,"[""tests/test_pkgx_differential_loading.py"", ""tests/package_managers/pkgx/test_pkgx_differential_loading.py"", ""tests/package_managers/pkgx/test_pkgx_differential_loading.py"", ""tests/package_managers/pkgx/test_pkgx_diff.py"", ""tests/conftest.py"", ""tests/package_managers/pkgx/test_pkgx_diff.py"", ""tests/package_managers/pkgx/test_pkgx_diff.py"", ""tests/package_managers/debian/test_debian_parser.py"", ""tests/package_managers/crates/test_special_case.py"", ""tests/package_managers/pkgx/test_special_case.py"", ""tests/conftest.py"", ""tests/package_managers/pkgx/test_pkgx_diff.py"", ""tests/package_managers/pkgx/test_special_case.py""]",False,https://github.com/teaxyz/chai/pull/125,2025-06-18T22:31:29Z,False,mutmut,refactor,True,True,True,True,True,True,True,
3158599292,Cursor,WorkflowAI/WorkflowAI,bae3926c0a4a9c6c43fa550506c2e5a65adc7688,"[""api/api/routers/mcp/_utils/agent_sorting_test.py"", ""api/api/routers/mcp/_utils/model_sorting_test.py"", ""api/api/routers/mcp/_utils/agent_sorting_test.py""]",False,https://github.com/WorkflowAI/WorkflowAI/pull/509,2025-06-19T06:55:48Z,False,mutmut,feat,True,True,True,True,True,True,True,
3207071991,Cursor,browser-use/browser-use,29f18e6c597869263d6772e7e4ca5f5d85dbc750,"[""browser_use/controller/tests/test_schema_optimizer.py""]",False,https://github.com/browser-use/browser-use/pull/2327,2025-07-07T11:32:09Z,False,mutmut,feat,True,True,True,True,True,True,True,
3173843128,Cursor,getsentry/sentry,0bbcbd72cb9623e964e6cad8d0eb3855e7312e31,"[""tests/sentry/api/endpoints/test_team_projects.py"", ""tests/sentry/api/endpoints/test_team_projects.py"", ""tests/sentry/api/endpoints/test_team_projects.py""]",False,https://github.com/getsentry/sentry/pull/94258,2025-06-25T06:20:56Z,False,mutmut,fix,True,True,True,True,True,True,True,
3174634284,Cursor,getsentry/sentry,65ce443cebdfe8767ec6bb2415a1d7698a7018e8,"[""tests/sentry/migrations/test_0925_backfill_open_periods.py"", ""tests/sentry/migrations/test_0925_backfill_open_periods.py""]",False,https://github.com/getsentry/sentry/pull/94264,2025-06-25T20:06:58Z,False,mutmut,fix,True,True,True,True,True,True,True,
3230508229,Cursor,getsentry/sentry,52082f2c8d26e766c368cf8de4112c5e94e430cf,"[""src/sentry/codecov/endpoints/TestResults/test_results.py"", ""src/sentry/codecov/endpoints/TestResultsAggregates/test_results_aggregates.py""]",False,https://github.com/getsentry/sentry/pull/95516,2025-07-22T15:53:51Z,False,mutmut,fix,True,True,True,True,True,True,True,
3168726032,Cursor,WorkflowAI/WorkflowAI,6188f2c034ec981dc8788a46961fcbac57820c43,"[""api/core/storage/mongo/partials/mongo_organizations_test.py"", ""api/core/storage/mongo/partials/mongo_organizations_test.py"", ""api/core/storage/mongo/partials/mongo_organizations_test.py""]",False,https://github.com/WorkflowAI/WorkflowAI/pull/548,2025-06-23T18:29:23Z,False,mutmut,fix,True,True,True,True,True,True,True,
3212315483,Cursor,WorkflowAI/WorkflowAI,a6548df10808d0c92133cb3d8bd88b75684769b6,"[""api/api/routers/mcp/_utils/model_sorting_test.py"", ""api/core/domain/models/model_data_test.py"", ""api/core/domain/models/model_provider_data_test.py"", ""api/core/providers/groq/groq_provider_test.py"", ""api/core/runners/workflowai/workflowai_runner_test.py"", ""api/core/domain/models/model_data_test.py"", ""api/core/domain/models/model_data_test.py"", ""api/core/runners/workflowai/workflowai_runner_test.py"", ""api/api/services/internal_tasks/meta_agent_service_test.py"", ""api/core/runners/workflowai/provider_pipeline_test.py"", ""api/core/domain/models/model_data_test.py"", ""api/core/domain/models/model_provider_data_test.py"", ""api/core/providers/groq/groq_provider_test.py"", ""api/core/runners/workflowai/workflowai_runner_test.py""]",False,https://github.com/WorkflowAI/WorkflowAI/pull/672,2025-07-09T15:07:00Z,False,mutmut,feat,True,True,True,True,True,True,True,
3131698049,Cursor,BerriAI/litellm,15819886097d51c8cd20d6b200d74bf4c7ba8d4f,"[""tests/test_litellm/test_perplexity_reasoning.py"", ""tests/llm_translation/test_perplexity_reasoning.py""]",False,https://github.com/BerriAI/litellm/pull/11564,2025-06-09T23:05:08Z,False,mutmut,test,True,True,True,True,True,True,True,
3203387779,Cursor,ucbepic/docetl,51ab5213ebd2c4e5420b2074b66ff1eee047794b,"[""tests/test_pandas_accessors.py"", ""tests/test_pandas_accessors.py""]",False,https://github.com/ucbepic/docetl/pull/379,2025-07-04T18:59:24Z,False,mutmut,feat,True,True,True,True,True,True,True,
3200615668,Cursor,getsentry/sentry,3f73d4d75ee1c16abddfa08c5244918878f994e7,"[""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/tasks/test_post_process.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/tasks/test_post_process.py"", ""tests/sentry/feedback/usecases/test_create_feedback.py"", ""tests/sentry/tasks/test_post_process.py""]",False,https://github.com/getsentry/sentry/pull/94889,2025-07-08T22:00:04Z,False,mutmut,feat,True,True,True,True,True,True,True,
3144470664,Cursor,WorkflowAI/WorkflowAI,014670678857218a6457f43a71bd608ea90b5be1,"[""api/api/routers/run_test.py"", ""api/api/routers/run_test.py""]",False,https://github.com/WorkflowAI/WorkflowAI/pull/449,2025-06-18T01:33:54Z,False,mutmut,fix,True,True,True,True,True,True,True,
3161437023,Cursor,WorkflowAI/WorkflowAI,408fd843a59b25152b21ac7c3270cb40e532cc4b,"[""api/tests/integration/mcp/mcp_test.py""]",False,https://github.com/WorkflowAI/WorkflowAI/pull/521,2025-06-20T12:24:21Z,False,mutmut,feat,True,True,True,True,True,True,True,
3211580457,Cursor,browser-use/browser-use,2a36c8003e44c7acfc1b15a40894b699d067f849,"[""tests/ci/test_controller.py""]",False,https://github.com/browser-use/browser-use/pull/2348,2025-07-08T09:21:52Z,False,mutmut,feat,True,True,True,True,True,True,True,
